"","Gene","logFC","logCPM","LR","PValue","FDR","OGGend","gene_Amel","gene_Mphar"
"27","Acn",-0.672382651139957,6.87834329515262,12.8011523255572,0.000346405918555914,0.000648202402133537,"EOG090R0F0E","LOC100578161","LOC105835474"
"28","Acsl",0.0802957500336204,8.86110880484613,0.205089290509953,0.650643901912477,0.693723223260624,"EOG090R02IU","LOC409515","LOC105836298"
"29","Actbeta",2.10190320831092,2.25985516128884,14.1477091745371,0.000169002767985622,0.000329606650612538,"EOG090R0I07","LOC727335","LOC105830055"
"30","Actn",1.15166506795408,8.77577545538198,21.102421264343,4.3537766167873e-06,1.02089967810247e-05,"EOG090R00UX","LOC725782","LOC105832851"
"31","Ada",-0.0671680788874383,3.21710419283844,0.0256126355348596,0.872849973543716,0.895580909550568,"EOG090R09I9","LOC410833","LOC105833347"
"32","Ada2b",-2.43482605560092,6.81044746915805,127.251928950942,1.63626752812898e-29,2.19519713598784e-28,"EOG090R05ID","LOC102656134","LOC105838992"
"33","Ada3",-1.80479335671327,5.68172063251978,59.1591991997735,1.45417941796867e-14,7.58517029738968e-14,"EOG090R0949","LOC411658","LOC105840620"
"34","AdamTS-A",0.805710826450379,5.68299131812812,7.40824199716177,0.00649257360443678,0.010099558940235,"EOG090R007R","LOC412091","LOC105838889"
"35","Adar",0.096665775714664,5.40928388188564,0.210103987097225,0.646685912205569,0.690093691560337,"EOG090R06W3","Adar","LOC105834599"
"36","Adat1",2.01642487296834,2.17919715145383,12.0224441273974,0.000525637283546649,0.000962091891735769,"EOG090R0CSS","LOC551302","LOC105837029"
"37","Adck",0.133130082917142,5.44809159615858,0.489485296533353,0.484156991730342,0.535279158559012,"EOG090R04G9","LOC408866","LOC105835946"
"38","ADD1",-1.50609313809382,6.34579824248502,46.4535960576553,9.38140287389643e-12,3.90780709765983e-11,"EOG090R0AY5","LOC409083","LOC105830802"
"39","ade2",-0.681608156035254,7.35302939563738,10.9836521072928,0.00091919110997625,0.00162311726913078,"EOG090R00P0","LOC552657","LOC105834573"
"40","ade3",-1.22953300569868,6.95871646750281,34.9687895145956,3.35032702018563e-09,1.09855459661876e-08,"EOG090R01VU","LOC100577675","LOC105833511"
"41","ade5",-0.628910372029313,7.71800561205712,11.521056718011,0.000688122621703324,0.00123589302579076,"EOG090R057W","LOC551966","LOC105835135"
"42","Adi1",0.534575743917879,5.92045141071083,4.16778659184717,0.0411995891559769,0.0567626129518697,"EOG090R0FCJ","LOC551839","LOC105835008"
"43","AdipoR",0.755272660227538,7.97443094564558,18.9475048035037,1.34364892367984e-05,2.98030540081011e-05,"EOG090R04RA","LOC550659","LOC105830525"
"44","Adk3",1.93613188741478,6.10209272775806,80.7605003688225,2.54800499573301e-19,1.8458222236531e-18,"EOG090R0CZZ","LOC552511","LOC105836064"
"45","adp",0.832306620836517,6.36666714036452,17.8965078756727,2.33248709408406e-05,5.03272140901415e-05,"EOG090R05UY","LOC413547","LOC105833360"
"46","ADPS",3.08849376184078,4.76624951724759,48.3416769163821,3.58060735420158e-12,1.5477664400122e-11,"EOG090R0265","LOC725343","LOC105835571"
"47","AdSL",-1.76974590959283,6.52747781996298,60.755629513233,6.46180672970759e-15,3.46483536749464e-14,"EOG090R04P5","LOC410482","LOC105834668"
"48","AdSS",-0.250661729316759,8.59843531640742,1.56312789249141,0.211207823756023,0.254511555512577,"EOG090R068R","LOC409299","LOC105833220"
"49","Afti",-0.416044638549275,6.31599742571588,3.68640197346734,0.0548578344923959,0.0740350520200653,"EOG090R0C8L","LOC552400","LOC105840110"
"50","AGBE",-0.315739356788957,7.78430774858245,3.10324046111717,0.0781366207547473,0.102685014592396,"EOG090R01SV","LOC727168","LOC105834424"
"51","ago",-1.42032110064865,8.38859216965638,57.7219197338617,3.01919498673716e-14,1.54811397262325e-13,"EOG090R02AL","LOC413081","LOC105837130"
"52","AGO1",-0.563946027974172,7.71360761944695,9.78290771185368,0.00176141545405517,0.00297539217861752,"EOG090R010W","LOC552062","LOC105835470"
"53","AGO3",-3.2968644392328,4.58410113335048,96.9639898840134,7.05997271259648e-23,6.43859176570555e-22,"EOG090R01EZ","LOC725111","LOC105833898"
"54","agt",-0.624362106993524,3.02987054716782,1.98298297944515,0.159076508503746,0.196758237593417,"EOG090R0K3D","LOC102653618","LOC105831432"
"55","Ahcy",-2.12679974783858,8.73347072828049,84.6644032357673,3.53558907460702e-20,2.73199627098316e-19,"EOG090R04W0","LOC408368","LOC105830176"
"56","AIF",0.16750366016937,7.49460646993593,0.898452024562954,0.343197119599221,0.394805411213506,"EOG090R040W","LOC412212","LOC105835456"
"57","AIMP2",-0.726682691616956,6.15671656998761,11.018822087519,0.000901913649959672,0.00159486877111904,"EOG090R0FWR","LOC409404","LOC105833486"
"58","AIMP3",-1.39169816569862,5.05327978587877,48.794333215193,2.84259936722328e-12,1.23950264621529e-11,"EOG090R0J3R","LOC100577000","LOC105833994"
"59","Ak6",-2.77007000617809,3.09562324638776,33.8651706097145,5.90667054847628e-09,1.88468924542931e-08,"EOG090R0FWC","LOC410676","LOC105839160"
"60","AkhR",1.15634851507344,5.26358038671312,42.3016802936975,7.82253227206984e-11,3.01527462057201e-10,"EOG090R06NE","Akhr","LOC105830541"
"61","al",1.34132742983847,0.403388208871058,1.45529243605621,0.227680631216952,0.272353357970788,"EOG090R0C3R","LOC552251","LOC105835208"
"62","AlaRS",-1.51639987893673,7.94686232800511,65.9284027427162,4.67604356365293e-16,2.76130345038462e-15,"EOG090R00KA","LOC411923","LOC105839180"
"63","AlaRS-m",-0.417591774701343,5.38037827525365,3.75627214776664,0.0526097478160428,0.0712712647771561,"EOG090R00XH","LOC551243","LOC105832374"
"64","Alas",1.87695257360535,8.11411102395853,99.6614530569703,1.80806256038189e-23,1.709940000179e-22,"EOG090R03J0","LOC413228","LOC105828733"
"65","alc",0.89672265494781,7.25861746778346,27.1364544363335,1.89588932583434e-07,5.16486056297259e-07,"EOG090R06N3","LOC409662","LOC105829273"
"66","Aldh-III",1.18830457209685,7.6625782046407,43.0656742264632,5.29328419352062e-11,2.0707793108718e-10,"EOG090R05GT","LOC411822","LOC105832346"
"67","Alg-2",-0.576715883142086,4.45627072014861,4.35896749620295,0.0368146119201638,0.0511525023167261,"EOG090R0E6U","LOC408672","LOC105835343"
"68","Alg10",-0.452576110851783,5.13383216916251,5.50365255283934,0.0189767959413014,0.0275945589996925,"EOG090R03PF","LOC102655688","LOC105837462"
"69","Alh",-0.978901131129878,7.13183085769062,31.6515775011815,1.84464696153835e-08,5.55847669667904e-08,"EOG090R023L","LOC726587","LOC105839309"
"70","alien",-0.766025179355895,5.8237129141972,12.4757605439849,0.000412266768909199,0.000764695785725138,"EOG090R04ML","LOC409062","LOC105829601"
"71","ALiX",0.565705518691674,7.64827535485225,10.3347334978728,0.00130549972537645,0.0022541523060025,"EOG090R02ZR","LOC412662","LOC105832877"
"72","Alk",2.96704913387254,5.03615140572712,131.272275694218,2.15870592483287e-30,3.02643891121435e-29,"EOG090R00CP","LOC408718","LOC105828354"
"73","AlkB",-2.58532941045902,2.49172477773327,33.8104029985633,6.07531235728832e-09,1.93540152053212e-08,"EOG090R07LW","LOC408980","LOC105829401"
"74","alpha-Cat",-0.931304612087173,6.22636468823153,20.5105144279079,5.9304585607029e-06,1.36681643775922e-05,"EOG090R0115","LOC552850","LOC105836846"
"75","alpha-Man-Ib",-1.37144292479559,6.40834223323571,42.6932521040786,6.40327989300385e-11,2.48841691904337e-10,"EOG090R0283","LOC413579","LOC105832593"
"76","alpha-Man-IIa",-0.177222594034372,6.365077059524,0.759708138640649,0.38341987534204,0.435612743624596,"EOG090R010L","LOC552382","LOC105836778"
"77","alpha-Man-IIb",-0.323909165247979,6.68979953856043,3.16302541856064,0.0753234710877975,0.0992759962717395,"EOG090R016O","LOC412838","LOC105838363"
"78","alpha-PheRS",-1.78478732224959,6.60803265218962,35.2942557929248,2.83466885408798e-09,9.39673399985001e-09,"EOG090R05BV","LOC552768","LOC105828742"
"79","alpha-Spec",1.17510341499414,9.00148049128256,41.4630295155969,1.20121266599257e-10,4.56488290301712e-10,"EOG090R004J","LOC551291","LOC105840079"
"80","alphaCOP",0.184667143724035,8.00416980366434,1.11170669632913,0.291711251352136,0.341328530752212,"EOG090R00F5","LOC550806","LOC105831776"
"81","alphaSnap",0.588811911979673,7.01558248353054,9.13384278874774,0.00250924120621347,0.0041520777462709,"EOG090R09OG","LOC552830","LOC105837041"
"82","Alr",0.728850021274604,5.50371794533126,16.8894412287181,3.96213720234473e-05,8.31990386201228e-05,"EOG090R0FIS","LOC724451","LOC105830774"
"83","amon",2.56129615154411,4.94336843925438,158.800791114034,2.06855472540629e-36,4.1824246456085e-35,"EOG090R01YK","LOC408835","LOC105836432"
"84","AMPdeam",0.673767967113287,7.65456490204715,11.8087700115862,0.000589523658861133,0.00106901434082732,"EOG090R01VJ","LOC409444","LOC105831934"
"85","Amph",0.640435192243895,6.79951099956955,12.0979019194536,0.000504785910723556,0.000925116006268138,"EOG090R091O","LOC409851","LOC105836582"
"86","AMPKalpha",0.455930875219161,7.73665165684839,6.62796189996274,0.0100390065888316,0.0151826456800901,"EOG090R03HW","LOC409577","LOC105828191"
"87","Amun",-1.37798578553625,7.99600032777242,54.0767517791702,1.92809084809153e-13,9.24444904943551e-13,"EOG090R0A0F","LOC410487","LOC105840932"
"88","amx",-0.883734790552524,4.64227956079036,14.1582586989379,0.000168057754276026,0.000328084546538079,"EOG090R0DVX","LOC551791","LOC105834398"
"89","ana3",-1.75261688713833,6.22423845118799,61.0579979915607,5.54179256078457e-15,2.98759265797191e-14,"EOG090R01MM","LOC100578040","LOC105836985"
"90","angel",-0.246168925192627,3.69309515674402,0.263477757589219,0.607740892911891,0.654348803256182,"EOG090R0977","LOC412416","LOC105838280"
"91","Ankle2",-1.75924150529697,7.46902217905368,84.699117331482,3.47405495916672e-20,2.69279780971803e-19,"EOG090R01Y7","LOC100577386","LOC105832757"
"92","aop",-1.31616218802047,6.36523655568809,35.2564843136787,2.89018199817924e-09,9.56802861436423e-09,"EOG090R02SJ","LOC100576369","LOC105838086"
"93","aos",1.26648967013799,3.56910447854963,13.9067085301804,0.00019211155348501,0.000371694092612302,"EOG090R0CN4","LOC100577214","LOC105830675"
"94","Aos1",-2.15587378284133,6.15247073465759,79.0205516593869,6.14671670242116e-19,4.34542355246341e-18,"EOG090R08JM","LOC410872","LOC105838543"
"95","AP-1-2beta",-0.45466225323345,7.8028747912495,6.53886806298113,0.0105542483038232,0.0159135905449266,"EOG090R012T","LOC726187","LOC105832182"
"96","AP-1gamma",-0.924682263702024,7.6046007404555,20.2167124815433,6.91462019454181e-06,1.5841170788139e-05,"EOG090R018P","LOC412884","LOC105840301"
"97","AP-1mu",-0.535483080240297,6.76986068199918,9.37207135640601,0.00220316418371997,0.00367120370834514,"EOG090R04S1","LOC408391","LOC105839573"
"98","AP-1sigma",-0.783062508869988,5.32422426055498,10.361715819838,0.00128655570942681,0.00222491105335989,"EOG090R0FTO","LOC724303","LOC105840646"
"99","AP-2alpha",-1.45753456815573,7.37158765065203,57.6929957265963,3.06391904942302e-14,1.56943191596345e-13,"EOG090R00YZ","LOC411147","LOC105831182"
"100","AP-2mu",-0.803245072199367,6.68529426067199,18.3139648240316,1.87328920619713e-05,4.09135556690907e-05,"EOG090R04T3","LOC408418","LOC105828717"
"101","APC10",-0.309274493416937,3.51582236554741,0.480171478711512,0.488344654083859,0.539430353713199,"EOG090R0DW8","LOC413293","LOC105834629"
"102","APC4",-0.678780991202017,5.16435610463798,4.02992820168007,0.04469984321397,0.061238047987473,"EOG090R02K7","LOC409810","LOC105828416"
"103","Apf",0.469277381350872,2.53043877877546,0.46792681544118,0.493942479615561,0.544587837275513,"EOG090R0K0Y","LOC724681","LOC105837502"
"104","aph-1",-0.956410154713554,4.86686045042668,14.5868692734815,0.000133843931593022,0.00026460855020215,"EOG090R0E8I","LOC408814","LOC105832380"
"105","aPKC",-0.43292537089689,6.79413739433383,5.64512536039905,0.0175039646974034,0.0255910120421996,"EOG090R02QF","LOC413834","LOC105832064"
"106","Aplip1",4.19495141414581,4.18146691299703,118.913863894806,1.09377491254291e-27,1.3279839620253e-26,"EOG090R04M2","LOC408916","LOC105839934"
"107","apolpp",-0.635181825672337,9.68546958025322,9.77634705836861,0.0017677116342431,0.00298481934573858,"EOG090R0049","LOC408961","LOC105829368"
"108","Apoltp",0.103774099355473,7.57400257873275,0.330360767453688,0.565446732314719,0.615190245329963,"EOG090R001C","LOC410793","LOC105835859"
"109","app",0.737346389744937,6.74805415498737,17.9245488855464,2.29837316967317e-05,4.96536275580887e-05,"EOG090R01TD","LOC412051","LOC105829229"
"110","APP-BP1",1.4024446267126,6.17307965931067,46.5231636945518,9.05417932437626e-12,3.77781747615666e-11,"EOG090R043R","LOC550745","LOC105832105"
"111","Aprt",-1.43562558161412,4.14315337863155,21.6731240850648,3.23289126442414e-06,7.70759629844052e-06,"EOG090R0EPI","LOC413601","LOC105831545"
"112","Aps",-1.28125985615435,7.98387883675333,46.0081559557498,1.17761709151924e-11,4.85663515443269e-11,"EOG090R0HTP","LOC409489","LOC105834073"
"113","AQP",2.85473654998328,5.50786039483714,126.791811935624,2.06320371604966e-29,2.75314787705261e-28,"EOG090R09F6","LOC107964089","LOC105830931"
"114","Archease",-1.21140914355634,3.69294647647416,9.13087701852022,0.00251331209606086,0.00415674381508788,"EOG090R0I4A","LOC412769","LOC105829888"
"115","ArfGAP1",-0.74676942326572,6.86017853929246,6.96868123614783,0.0082948606146475,0.0126912004001238,"EOG090R09NY","LOC411477","LOC105836917"
"116","ArfGAP3",-0.0884523301701652,7.11127586126597,0.219374209082892,0.639517153845315,0.683834691003015,"EOG090R07A3","LOC409617","LOC105835971"
"117","Arfip",-0.107227213935049,5.64224307897938,0.237126793010517,0.62628904158207,0.671924353297823,"EOG090R0AVD","LOC412599","LOC105839508"
"118","Arfrp1",-0.266066932549614,4.5349836381163,1.40443919982471,0.235981715722045,0.281405665200819,"EOG090R0DTK","LOC409342","LOC105840969"
"119","arg",-0.407297764609262,4.20743212936523,1.99460408033201,0.15786031368474,0.195302421100843,"EOG090R08SS","LOC552556","LOC105839025"
"120","ArgRS",-1.78087164738618,6.24927625826826,39.5250702918707,3.23874694903204e-10,1.18429308833277e-09,"EOG090R021V","LOC550903","LOC105835838"
"121","ArgRS-m",-1.21071657713796,3.96946991748909,12.7884548777764,0.000348765061441162,0.000652485878783123,"EOG090R0439","LOC552307","LOC105830569"
"122","ari-2",-1.03041523427057,6.22477724138341,17.0571441685845,3.62716593887998e-05,7.65521703975348e-05,"EOG090R04SY","LOC552264","LOC105840802"
"123","Arl1",-0.387607463382126,5.63435158824751,2.94384163245081,0.0862054842172881,0.112414477587379,"EOG090R0F11","LOC724676","LOC105839567"
"124","Arl4",-0.571033955428527,3.66136902770645,2.7787008225985,0.0955256287170216,0.123357878876962,"EOG090R0DHU","LOC724594","LOC105838994"
"125","Arl5",-1.30217409071853,5.27799389972508,41.0969242814164,1.44864121194515e-10,5.45525334366046e-10,"EOG090R0F7F","LOC551034","LOC105834271"
"126","armi",-1.96867863746827,6.63386481302885,83.1198608682502,7.72258737266933e-20,5.80533566597043e-19,"EOG090R02P0","LOC725388","LOC105837576"
"127","Arp10",-0.00508050614253047,5.594280124414,0.000299554015752435,0.986191199588665,0.992363605643026,"EOG090R06MQ","LOC413144","LOC105839234"
"128","Arp2",-1.46913622366603,7.25806642588623,63.1267077152059,1.93828052088619e-15,1.0915695046437e-14,"EOG090R05HG","LOC409313","LOC105832856"
"129","Arp3",-1.03092502573539,6.59465702634767,25.4759579322689,4.47930103366469e-07,1.1765394651797e-06,"EOG090R04ZS","LOC410115","LOC105832196"
"130","Arp5",0.871673347080582,5.30634220959137,24.0140429586556,9.56356299476845e-07,2.43004882138147e-06,"EOG090R0275","LOC551521","LOC105833798"
"131","Arp6",-0.751838206729965,5.39393022207338,13.4877664599699,0.000240123850698707,0.000458623212064517,"EOG090R06M0","LOC409765","LOC105832329"
"132","Arp8",-2.31789333790459,5.40486461643475,95.7786592087705,1.28473162586257e-22,1.15163712649263e-21,"EOG090R02T8","LOC411279","LOC105840650"
"133","Arpc1",0.367099581696354,7.3835439367757,4.50005833679219,0.0338936972100395,0.0474311910416501,"EOG090R05K7","LOC408901","LOC105833302"
"134","Arpc2",-2.30733169959784,7.42178419829228,133.933442579801,5.64980960512929e-31,8.17377389607094e-30,"EOG090R07WZ","LOC551784","LOC105838652"
"135","Arpc4",-0.348916943906451,6.21696828313399,1.05622946848582,0.304076733834542,0.354217235346818,"EOG090R0F35","LOC726301","LOC105829961"
"136","Arpc5",0.0646240905149077,5.77685945575672,0.0920741894229001,0.761556630514857,0.795337286035141,"EOG090R0HMS","LOC724128","LOC105837086"
"137","Arr1",2.81540658931258,10.3028634284292,193.190653637253,6.39602208630222e-44,1.72312292314218e-42,"EOG090R05UF","LOC412907","LOC105834693"
"138","Ars2",-1.23052691412387,7.13214401581888,49.1967701298997,2.31531619322392e-12,1.01714728135989e-11,"EOG090R04J6","LOC413091","LOC105838157"
"139","Art1",-2.38314579519826,7.39042972954645,146.147658955353,1.2052046468045e-33,2.07486699816016e-32,"EOG090R074L","LOC725362","LOC105836081"
"140","Art3",-1.44733091055708,5.55493135875499,34.1759993829812,5.03460721170792e-09,1.61991493500015e-08,"EOG090R06VC","LOC412580","LOC105832960"
"141","Art4",-3.5740408238939,6.72600788493413,259.544997981107,2.15623476078752e-58,1.09659939262908e-56,"EOG090R0326","LOC411458","LOC105837461"
"142","Art7",-1.17128169641438,5.30799689479976,29.1692898260528,6.63221342363663e-08,1.88993434553488e-07,"EOG090R0582","LOC408925","LOC105834152"
"143","aru",0.767231385860083,5.87933826869526,11.3734254258788,0.000745023547626399,0.00133089511160214,"EOG090R01U0","LOC408693","LOC105837907"
"144","Arv1",-0.691130515930755,2.70804434966795,1.87656020181226,0.170725618800292,0.209683707269752,"EOG090R0O8O","LOC100577553","LOC105833223"
"145","Asap",-0.413667687708389,7.1404592720999,4.21198177485731,0.0401394160893123,0.0554294096617501,"EOG090R01E1","LOC413683","LOC105836389"
"146","Asator",0.704100696317272,5.37794521346425,15.8877160714507,6.72135537563868e-05,0.000137263819677046,"EOG090R02GX","LOC411575","LOC105830751"
"147","asf1",-2.785240013851,6.08737721688017,118.93320932211,1.08315946403901e-27,1.31830690324065e-26,"EOG090R0CLZ","LOC552440","LOC105838217"
"148","ash1",-0.93405261033623,7.05041401014199,29.4515755790185,5.73314116928184e-08,1.64359940107568e-07,"EOG090R00ZE","LOC727238","LOC105836216"
"149","ash2",-0.37981708043056,5.55425703339888,2.78614120566337,0.0950829390142041,0.122911131693419,"EOG090R02ON","LOC413573","LOC105830715"
"150","Ask1",-0.544468618420717,6.91018575985517,8.08766486251687,0.00445675490552444,0.00710912672399866,"EOG090R00K5","LOC408533","LOC105839067"
"151","asl",-1.44211569558287,5.90562851589695,16.169593040712,5.79163696531793e-05,0.000119205115156492,"EOG090R02II","LOC100578429","LOC105831604"
"152","AsnRS",-1.42884319800085,7.52002973457475,54.306867390079,1.71501412947894e-13,8.25858011722034e-13,"EOG090R03F2","LOC551088","LOC105828947"
"153","AsnRS-m",-0.639980909856674,2.79802130464202,1.76031697101244,0.184584984407854,0.224959423472,"EOG090R05PC","LOC551476","LOC105828170"
"154","AsnS",-2.06299314826265,6.29447525591062,70.1250037360069,5.56629274946143e-17,3.48085358385393e-16,"EOG090R035D","LOC724480","LOC105838894"
"155","ASPP",1.49831374506562,5.02396506373762,35.5783395613343,2.44996676010423e-09,8.18681483899394e-09,"EOG090R013J","LOC102655479","LOC105831010"
"156","AspRS",-0.924228405250774,7.6021300425938,25.628633234189,4.13852614115477e-07,1.0907675456116e-06,"EOG090R057G","LOC409945","LOC105840245"
"157","AspRS-m",-1.01309298826051,6.96381796856902,24.1530717167171,8.89741378804525e-07,2.26827162760192e-06,"EOG090R05I0","LOC725136","LOC105839181"
"158","ast",-0.252973174652224,5.15949468536803,1.34331368737339,0.246450437125696,0.29269843408423,"EOG090R02V7","LOC100577681","LOC105838382"
"159","AstA",2.64440930513245,3.23365630400887,46.7487609016558,8.06959441280079e-12,3.38115666695243e-11,"EOG090R0D70","Apime-ASTA","LOC105833574"
"160","asun",-1.54940726132865,4.35508404724778,21.85043485991,2.94749794083581e-06,7.06096118102653e-06,"EOG090R024O","LOC408448","LOC105837838"
"161","Asx",0.240589253069407,6.89619987226022,0.885856998007419,0.34660249705174,0.398171452185288,"EOG090R0340","LOC100576908","LOC105828135"
"162","Atac3",-0.754245900161624,4.66206226358432,4.09159756058546,0.0430968892971671,0.059196609137958,"EOG090R074P","LOC412357","LOC105835011"
"163","Ate1",-0.794337421831783,5.7386483110463,3.35886199017954,0.066844246149027,0.0888997258990662,"EOG090R09OA","LOC412018","LOC105836737"
"164","Atf-2",0.344812517862953,4.50407127800031,2.4163494165967,0.120074460589459,0.15200688635455,"EOG090R077O","LOC100576527","LOC105839911"
"165","Atf3",1.62997898240657,5.37651331057658,84.6504994214177,3.56053963732342e-20,2.74914477961579e-19,"EOG090R0DSR","LOC408981","LOC105830403"
"166","Atf6",-0.71596558236302,3.67833421373917,4.40863984679704,0.0357573408360129,0.049794519901282,"EOG090R08YS","LOC412432","LOC105835927"
"167","Atg1",-1.19498663051241,6.86841126306217,37.9310992167786,7.32876387321696e-10,2.58870015195701e-09,"EOG090R052G","LOC552571","LOC105836981"
"168","Atg10",0.552955855244534,2.19688069966142,1.22852759908074,0.267693576187962,0.315858140085417,"EOG090R0CMI","LOC726781","LOC105833836"
"169","Atg13",-1.29170498959693,6.0452784496801,30.488325269822,3.35881743372382e-08,9.87339787064553e-08,"EOG090R06DS","LOC551384","LOC105837706"
"170","Atg14",0.419112550302273,5.39889271613929,4.39366470265897,0.0360726970832186,0.0501986101529419,"EOG090R0A6U","LOC412687","LOC105838713"
"171","Atg17",-1.0148844733896,7.26640741503462,32.5858750540803,1.14040539266733e-08,3.5193687164421e-08,"EOG090R01B1","LOC408358","LOC105831129"
"172","Atg2",-0.203788605901297,7.10406561800784,1.29323224156081,0.255453143103121,0.30245360855825,"EOG090R004Q","LOC726497","LOC105835347"
"173","Atg3",0.242978981870364,5.79433816912652,0.6312870113283,0.42688362238497,0.479456444837564,"EOG090R0APU","LOC552315","LOC105835174"
"174","Atg4a",-0.287821275190136,6.01408667292044,1.67456957361616,0.195647593976682,0.237396861443648,"EOG090R06YY","LOC552197","LOC105835799"
"175","Atg4b",-1.24023365170877,5.79160367315385,27.5466479496943,1.53350910083843e-07,4.22149094646714e-07,"EOG090R06TV","LOC410257","LOC105836063"
"176","Atg5",-1.14409472416325,4.18914770316816,14.0686728436664,0.000176255123909725,0.000343146694361745,"EOG090R0BE8","LOC551057","LOC105830062"
"177","Atg6",0.166027534584274,4.67794812328323,0.536122587311737,0.464044109227498,0.515443690748796,"EOG090R07I7","LOC408834","LOC105840720"
"178","Atg7",-1.94656034844108,4.30433861792075,43.2765939632996,4.75234458428896e-11,1.86648427171759e-10,"EOG090R02P3","LOC726637","LOC105834442"
"179","Atg9",0.274887048824017,6.23722088851596,2.00508983568245,0.156772006429643,0.194076423260145,"EOG090R0317","LOC412115","LOC105832664"
"180","atl",0.61074976946057,7.65172335277142,11.9151559641645,0.000556790760693489,0.00101297505066485,"EOG090R046A","LOC550886","LOC105836503"
"181","atms",-0.963882605243147,5.95221115492202,16.2654490864229,5.50588149531459e-05,0.000113652157269198,"EOG090R06NP","LOC552621","LOC105837580"
"182","Atox1",-0.271491872422222,5.99148876324669,1.46535304964527,0.226080311393974,0.270601410179531,"EOG090R0PDQ","LOC725138","LOC105829504"
