NP_001013379.1	XP_016842445.1	XP_011162753.1	0.1474	0.3066	0.2978	
NP_001035314.1	XP_001601068.1	XP_011167532.1	0.7018	0.9781	0.9997	
NP_001011571.1	NP_001161164.1	XP_011155410.1	0.0914	0.1829	0.1771	
NP_001035320.1	XP_001605568.2	XP_011155710.1	0.2340	0.3498	0.3314	
NP_001035324.1	NP_001165999.1	XP_011173681.1	0.5000	0.5741	0.5631	
NP_001035352.2	XP_001601162.2	XP_011155557.1	0.3616	0.6559	0.6263	
NP_001035349.1	NP_001153339.1	XP_011156768.1	0.4537	0.5506	0.5797	
NP_001035353.1	XP_001600075.1	XP_011165930.1	0.4105	0.4787	0.4012	
NP_001035359.1	NP_001161196.1	XP_011162653.1	0.6927	1.0371	1.0130	
NP_001035357.1	XP_001603588.2	XP_011159117.1	0.5898	0.7424	0.7663	
NP_001035923.1	XP_016841194.1	XP_011170074.1	0.0583	0.0750	0.0875	
NP_001035925.1	XP_016844090.1	XP_011167266.1	0.4483	0.4718	0.4897	
NP_001071280.1	NP_001234895.1	XP_011171230.1	0.1443	0.1711	0.2220	
NP_001071287.1	XP_008208463.1	XP_011166108.1	0.4788	0.5075	0.5075	
NP_001071291.1	XP_001608300.1	XP_011170918.1	0.5546	0.6205	0.7546	
NP_001071292.1	XP_001602880.1	XP_011167262.1	0.2841	0.3333	0.2627	
NP_001071293.1	XP_016840672.1	XP_011164468.1	0.3034	0.3701	0.4711	
NP_001071290.1	XP_008203400.1	XP_011171226.1	0.2388	0.2648	0.2543	
NP_001073028.1	NP_001234897.1	XP_011157846.1	0.0579	0.0792	0.0811	
NP_001090623.1	XP_016844584.1	XP_011155370.1	0.1457	0.1660	0.1538	
NP_001035327.1	XP_003427343.1	XP_011175778.1	0.2901	0.4654	0.5247	
NP_001091636.1	XP_001607402.1	XP_011174168.1	0.0337	0.0787	0.0899	
NP_001073674.1	XP_016836730.1	XP_011168841.1	0.1929	0.3653	0.4410	
NP_001091693.1	NP_001154977.1	XP_011155393.1	0.2329	0.2233	0.2690	
NP_001091688.1	XP_001600587.2	XP_011175773.1	0.3602	0.5274	0.5462	
NP_001091690.1	NP_001234893.1	XP_011166356.1	0.0986	0.1655	0.2344	
NP_001091694.1	NP_001166023.1	XP_011171072.1	0.5908	0.7947	0.7892	
NP_001104234.1	XP_008216396.1	XP_011155484.1	0.4610	0.6540	0.6337	
NP_001107670.1	XP_001602474.2	XP_011172161.1	0.6128	0.7213	0.8053	
NP_001106756.1	XP_001600098.3	XP_011169609.1	0.1419	0.2663	0.2578	
NP_001104182.1	NP_001161197.1	XP_011159076.1	0.5317	0.9952	1.0300	
NP_001091685.2	XP_016836988.1	XP_011158887.1	0.1186	0.2351	0.2444	
NP_001119715.1	XP_016842942.1	XP_011170552.1	0.6231	0.8084	0.7928	
NP_001124510.1	XP_008204857.1	XP_011166138.1	0.1491	0.3068	0.3175	
NP_001092187.1	NP_001153417.1	XP_011155485.1	0.5192	0.6823	0.5959	
NP_001127843.1	NP_001127842.1	XP_011168934.1	0.5321	0.5894	0.6194	
NP_001128141.1	XP_016842374.1	XP_011162220.1	0.4807	0.6788	0.5746	
NP_001128140.1	NP_001135884.1	XP_011162218.1	0.1825	0.4008	0.4154	
NP_001108550.1	XP_001599823.2	XP_011161554.1	0.0430	0.2236	0.2285	
NP_001128412.1	XP_001606404.2	XP_011164401.1	0.5478	0.6133	0.7551	
NP_001129207.1	XP_001601340.1	XP_011159536.1	0.1830	0.2976	0.1956	
NP_001129659.1	NP_001129658.1	XP_011165736.1	0.1429	0.2741	0.1905	
NP_001135436.1	NP_001135435.1	XP_011165085.1	0.1333	0.3769	0.3936	
NP_001135933.1	XP_016837577.1	XP_011159016.1	0.1350	0.4054	0.3460	
NP_001128414.1	XP_016843674.1	XP_011164241.1	0.5561	0.6781	0.6991	
NP_001138311.1	NP_001155152.1	XP_011170323.1	0.4170	0.5301	0.4566	
NP_001153520.1	XP_008205358.1	XP_011158015.1	0.0835	0.0981	0.1127	
NP_001136079.1	NP_001136107.1	XP_011158047.1	0.6070	0.6497	0.8610	
NP_001153544.1	XP_016842400.1	XP_011173248.1	0.0656	0.0969	0.0984	
NP_001153742.1	NP_001165922.1	XP_011162289.1	0.5382	0.7747	0.5648	
NP_001139208.1	XP_016844068.1	XP_011165050.1	0.1300	0.1798	0.1923	
NP_001153522.1	NP_001166228.1	XP_011168531.1	0.0277	0.0385	0.0446	
NP_001155870.1	NP_001155867.1	XP_011170186.1	0.3286	0.4105	0.4694	
NP_001155303.1	NP_001155298.1	XP_011174250.1	0.9761	1.0337	1.0639	
NP_001139212.1	XP_008205533.1	XP_011160416.1	0.2450	0.1760	0.1955	
NP_001155181.1	XP_008205644.2	XP_011173058.1	0.0372	0.1163	0.1209	
NP_001156935.1	XP_016840502.1	XP_011155403.1	0.8267	1.0500	1.0190	
NP_001153536.1	XP_016845773.1	XP_011171324.1	0.0458	0.0638	0.0638	
NP_001157187.1	XP_001601870.1	XP_011170178.1	0.4937	0.6392	0.6184	
NP_001157188.1	XP_001605218.1	XP_011160235.1	0.5726	0.6212	0.6619	
NP_001158281.1	XP_001604669.1	XP_011175962.1	0.6959	1.1057	0.7830	
NP_001158282.1	XP_003427400.1	XP_011175963.1	0.2246	0.4883	0.5842	
NP_001161181.1	XP_003425678.1	XP_011161777.1	0.8681	0.8961	0.9698	
NP_001159378.1	XP_008216870.1	XP_011157059.1	0.5302	0.5985	0.6193	
NP_001157480.1	XP_001606201.2	XP_011161788.1	0.4013	0.5213	0.6043	
NP_001161808.1	XP_008201808.1	XP_011157673.1	0.0400	0.1067	0.1067	
NP_001164444.1	XP_001607910.1	XP_011157150.1	0.1364	0.1636	0.1864	
NP_001161308.1	XP_008217290.1	XP_011164827.1	0.4619	0.6762	0.7709	
NP_001162171.1	XP_008205485.1	XP_011155409.1	0.0488	0.1250	0.1372	
NP_001161897.1	NP_001161184.1	XP_011156655.1	0.0541	0.1486	0.1532	
NP_001161365.1	XP_008216723.1	XP_011163140.1	0.2901	0.4770	0.4699	
NP_001165849.1	NP_001136346.1	XP_011164146.1	0.1338	0.2299	0.2435	
NP_001165850.1	NP_001165854.1	XP_011164126.1	0.2693	0.3489	0.3618	
NP_001165875.1	NP_001161447.1	XP_011167376.1	0.1853	0.3019	0.2906	
NP_001165860.1	XP_001605920.3	XP_011164338.1	0.1069	0.1006	0.1384	
NP_001166189.1	XP_016844176.1	XP_011155902.1	0.4850	0.5259	0.5556	
NP_001167615.1	XP_001606610.1	XP_011169102.1	0.2948	0.4912	0.4141	
NP_001165877.1	XP_016836546.1	XP_011157137.1	0.1705	0.5552	0.5351	
NP_001171374.1	XP_016839749.1	XP_011166758.1	0.5847	0.5847	0.4858	
NP_001170961.1	XP_001606272.1	XP_011164472.1	0.1204	0.1204	0.1389	
NP_001167614.1	XP_001603001.1	XP_011172502.1	0.1057	0.1057	0.1057	
NP_001167612.1	XP_008201995.1	XP_011168905.1	0.2449	0.3761	0.3818	
NP_001171495.1	XP_003428081.1	XP_011163945.1	0.1701	0.3231	0.3000	
NP_001153877.1	XP_001602959.1	XP_011162750.1	0.1208	0.1278	0.1472	
NP_001167616.1	NP_001166863.1	XP_011169104.1	0.1192	0.1769	0.2246	
NP_001171538.1	XP_016845413.1	XP_011158177.1	0.1510	0.2761	0.2691	
NP_001171498.1	XP_001608103.1	XP_011165046.1	0.1879	0.2348	0.2610	
NP_001172033.1	XP_001607733.1	XP_011160898.1	0.5666	0.6458	0.5294	
NP_001172008.1	XP_016842162.1	XP_011155720.1	0.1372	0.2414	0.2527	
NP_001171540.1	XP_008208479.2	XP_011163809.1	0.2729	0.3307	0.3392	
NP_001172073.1	XP_001602423.1	XP_011164160.1	0.1261	0.1802	0.1712	
NP_001177743.1	NP_001165808.1	XP_011167737.1	0.5192	0.7530	0.6290	
NP_001172075.1	NP_001157192.1	XP_011173741.1	0.0027	0.0053	0.0027	
NP_001172034.1	XP_001603109.1	XP_011161445.1	0.0642	0.0741	0.0914	
NP_001192152.1	XP_016837742.1	XP_011168079.1	0.2599	0.4371	0.4939	
NP_001193396.1	NP_001193393.1	XP_011161044.1	0.2502	0.3130	0.3223	
NP_001193899.1	XP_001605904.1	XP_011173394.1	0.7352	1.0660	1.1306	
NP_001193902.1	XP_016837537.1	XP_011173565.1	0.6297	0.6801	0.6975	
NP_001171519.1	XP_001607380.1	XP_011155962.1	0.1514	0.1789	0.1789	
NP_001201833.1	XP_003424582.1	XP_011176275.1	0.2995	0.3413	0.3517	
NP_001229360.1	XP_008212899.1	XP_011173733.1	0.5166	0.6915	0.6761	
NP_001229361.1	XP_001601988.1	XP_011169553.1	0.2470	0.3246	0.3056	
NP_001229315.1	XP_001600418.2	XP_011168289.1	0.2941	0.4412	0.4971	
NP_001229362.1	XP_016839834.1	XP_011156653.1	0.2524	0.3818	0.3793	
NP_001229369.1	NP_001229367.1	XP_011157143.1	0.4077	0.4504	0.3749	
NP_001229370.1	NP_001229368.1	XP_011157144.1	0.4325	0.5459	0.4259	
NP_001229363.1	XP_008208912.1	XP_011176007.1	0.7271	0.9519	0.9464	
NP_001193395.1	NP_001193394.1	XP_011161043.1	0.4438	0.5977	0.5876	
NP_001229364.1	XP_001599188.1	XP_011176008.1	0.4359	0.6452	0.5623	
NP_001229386.1	XP_001607859.2	XP_011176374.1	0.3501	0.3924	0.4711	
NP_001229366.1	XP_001601373.1	XP_011173301.1	0.1014	0.1277	0.1227	
NP_001229396.1	XP_001607950.1	XP_011169514.1	0.0603	0.0905	0.0754	
NP_001229398.1	XP_001602465.1	XP_011173598.1	0.0000	0.0265	0.0265	
NP_001229387.1	XP_008213534.1	XP_011167177.1	0.1230	0.1956	0.1924	
NP_001229442.1	XP_001604584.2	XP_011170351.1	0.1331	0.1700	0.1530	
NP_001177977.2	NP_001161331.1	XP_011161934.1	0.4241	0.5248	0.5821	
NP_001229443.1	XP_016839524.1	XP_011172097.1	0.1946	0.2737	0.2453	
NP_001229473.1	XP_003427298.1	XP_011164043.1	0.1457	0.2322	0.1960	
NP_001229456.1	XP_008204039.2	XP_011167158.1	0.1629	0.3572	0.2274	
NP_001229444.1	XP_001601263.1	XP_011165863.1	0.1276	0.1953	0.2219	
NP_001229471.1	XP_008205639.2	XP_011172539.1	0.1881	0.2357	0.2686	
NP_001229451.1	XP_016845577.1	XP_011156612.1	0.2890	0.3620	0.4226	
NP_001229484.1	XP_001602973.2	XP_011170420.1	0.2457	0.4265	0.3691	
NP_001229449.1	XP_001602203.1	XP_011169317.1	0.0446	0.2544	0.2467	
NP_001229446.1	XP_003426595.1	XP_011160010.1	0.0761	0.1624	0.1497	
NP_001229485.1	XP_008203441.1	XP_011175451.1	0.1201	0.1485	0.1376	
NP_001229483.1	XP_016841929.1	XP_011168349.1	0.4920	0.8906	0.9102	
NP_001229486.1	XP_001601934.2	XP_011155857.1	0.4949	0.5607	0.5494	
NP_001229505.1	XP_016844350.1	XP_011159849.1	0.2738	0.3264	0.2945	
NP_001229448.1	XP_001607385.1	XP_011163087.1	0.0119	0.0238	0.0238	
NP_001229586.1	NP_001161273.1	XP_011164949.1	0.0337	0.0449	0.0562	
NP_001229508.1	XP_001606344.2	XP_011156510.1	0.3247	0.3740	0.3460	
NP_001229399.1	XP_016842980.1	XP_011176352.1	0.2525	0.6107	0.6708	
NP_001229455.1	XP_001601168.1	XP_011160663.1	0.3374	0.3865	0.4136	
NP_001229900.1	NP_001177467.1	XP_011159021.1	0.5105	0.7907	0.9017	
NP_001229447.1	XP_008206082.1	XP_011170028.1	0.2771	0.5396	0.5734	
NP_001229928.1	XP_003426842.1	XP_011161909.1	0.5543	1.4960	1.6032	
NP_001239359.1	NP_001128397.1	XP_011164190.1	0.7817	0.9517	0.8558	
NP_001239357.1	NP_001128395.1	XP_011161240.1	0.5722	1.1460	1.2185	
NP_001257743.1	NP_001161311.1	XP_011155840.1	0.2644	0.4305	0.4185	
NP_001257744.1	XP_001600091.2	XP_011155841.1	0.5519	0.6542	0.5944	
NP_001257751.1	XP_008216623.1	XP_011161783.1	0.3237	0.4164	0.4711	
NP_001257759.1	NP_001166267.1	XP_011164393.1	0.1772	0.3118	0.3849	
NP_001257742.1	NP_001161334.1	XP_011155838.1	0.1268	0.3143	0.2949	
NP_001257760.1	XP_001603496.1	XP_011166901.1	0.5699	0.6263	0.6863	
NP_001257756.1	NP_001166263.1	XP_011155842.1	0.3358	0.4555	0.5102	
NP_001229927.1	XP_001599076.1	XP_011161910.1	0.2590	0.3686	0.3863	
NP_001257758.1	NP_001166279.1	XP_011163148.1	0.3728	0.4616	0.5756	
NP_001265255.1	XP_008203569.1	XP_011170661.1	0.0231	0.0462	0.0462	
NP_001257748.1	NP_001161319.1	XP_011175276.1	0.5410	0.6579	0.6579	
NP_001265259.1	XP_001600947.2	XP_011171227.1	0.1453	0.2259	0.1689	
NP_001265262.1	XP_001602111.4	XP_011168483.1	0.4472	0.4953	0.5341	
NP_001265609.1	XP_001607175.1	XP_011161846.1	0.4038	0.6428	0.6173	
NP_001265257.1	XP_001607845.3	XP_011172773.1	0.4998	0.6966	0.7278	
NP_001242963.1	XP_016839309.1	XP_011162690.1	0.1364	0.3249	0.3355	
NP_001265636.1	XP_001605139.1	XP_011168962.1	0.1081	0.1385	0.1486	
NP_001265634.1	XP_001605368.1	XP_011168961.1	0.3313	0.3578	0.3733	
NP_001292813.1	XP_008206161.1	XP_011163892.1	0.1115	0.1672	0.2272	
NP_001264229.1	XP_001606876.1	XP_011158432.1	0.2583	0.3457	0.2937	
NP_001265610.1	XP_008216325.1	XP_011165536.1	0.3105	0.4879	0.5056	
NP_001265264.1	XP_001603493.3	XP_011161005.1	0.0672	0.1095	0.1255	
NP_001265608.1	XP_001601251.2	XP_011159083.1	0.0805	0.1329	0.1463	
NP_008094.1	XP_016843006.1	YP_004021114.1	0.7518	0.8775	0.8416	
XP_001119823.1	XP_003426172.1	XP_011175889.1	0.2971	0.6274	0.5157	
XP_001119824.1	XP_003425293.1	XP_011168054.1	0.4405	1.1963	1.2559	
XP_001119826.1	XP_016845866.1	XP_011159537.1	0.0779	0.1104	0.1039	
XP_001119845.1	XP_001606906.1	XP_011163702.1	0.0781	0.1562	0.0938	
NP_001306198.1	XP_001604629.1	XP_011156143.1	0.3494	0.4949	0.4991	
XP_001119879.1	XP_003425760.1	XP_011159075.1	0.4278	0.7336	0.6420	
XP_001119885.1	XP_001599008.1	XP_011159351.1	0.1489	0.1809	0.1489	
XP_001119891.2	XP_001607595.1	XP_011170417.1	0.1371	0.1774	0.3465	
NP_008090.1	XP_016842974.1	YP_004021110.1	0.8625	1.5763	1.4197	
XP_001119900.1	XP_008208629.1	XP_011167891.1	0.0392	0.1176	0.1569	
XP_001119898.1	XP_001605773.2	XP_011160609.1	0.0327	0.0523	0.0458	
XP_001119908.1	XP_008215499.1	XP_011168265.1	0.5993	0.7498	0.7164	
XP_001119907.2	XP_016841520.1	XP_011176056.1	0.5519	0.5659	0.6856	
XP_001119921.1	XP_001607042.1	XP_011163065.1	0.2746	0.4930	0.4185	
XP_001119919.1	XP_001606928.1	XP_011159958.1	0.7159	0.7658	0.7786	
XP_001119937.1	NP_001137382.1	XP_011176306.1	0.0000	0.0149	0.0149	
XP_001119931.1	NP_001127916.1	XP_011158330.1	0.0451	0.0602	0.0602	
XP_001119946.1	XP_008216685.1	XP_011163155.1	0.5969	0.8381	0.7847	
XP_001119944.1	XP_008215219.1	XP_011161211.1	0.2474	0.3419	0.3854	
XP_001119916.1	XP_001602042.1	XP_011174918.1	0.2800	0.3287	0.3801	
XP_001119960.1	NP_001165826.1	XP_011167568.1	0.9103	0.9584	1.1493	
NP_001264230.1	XP_008205061.1	XP_011156312.1	0.4863	1.0537	1.0824	
XP_001119915.1	XP_003426639.1	XP_011174476.1	0.7939	1.1519	1.1214	
XP_001119973.3	XP_001604206.2	XP_011161135.1	0.3588	0.4166	0.3207	
XP_001119963.2	XP_016844859.1	XP_011172425.1	0.4509	0.4911	0.5599	
XP_001119966.1	XP_016838657.1	XP_011165572.1	0.0865	0.3399	0.3453	
XP_001119986.1	XP_001604463.1	XP_011165951.1	0.7692	0.7941	0.7530	
XP_001119998.1	XP_003424726.1	XP_011163635.1	0.0123	0.0613	0.0613	
XP_001119958.2	XP_016843150.1	XP_011158301.1	0.0157	0.2339	0.2441	
XP_001119995.2	XP_016840770.1	XP_011159906.1	0.5088	0.8850	0.8427	
XP_001120000.1	XP_001604736.1	XP_011165538.1	0.6109	0.7230	0.8350	
XP_001120009.1	XP_016837228.1	XP_011168523.1	0.0137	0.0548	0.0411	
XP_001120011.1	XP_001606993.1	XP_011173648.1	0.0000	0.0068	0.0068	
XP_001120016.1	XP_003423948.1	XP_011166465.1	0.3031	0.4040	0.4040	
XP_001120012.2	XP_008211003.1	XP_011170207.1	0.2598	0.4438	0.4152	
XP_001120023.2	XP_016845182.1	XP_011158299.1	0.0896	0.1866	0.1791	
XP_001120019.3	XP_016839108.1	XP_011155416.1	0.2752	0.3831	0.3121	
XP_001120018.1	XP_001605669.3	XP_011167787.1	0.6977	1.0002	0.7994	
XP_001120034.1	XP_001607580.2	XP_011176021.1	0.2664	0.3650	0.3799	
XP_001120029.4	NP_001166086.1	XP_011161603.1	0.7351	0.8031	0.8432	
XP_001120032.3	XP_001603888.1	XP_011165573.1	0.2869	0.3702	0.3598	
XP_001120033.2	XP_008211868.1	XP_011157681.1	0.5310	0.6512	0.6778	
XP_001120040.2	XP_001605709.1	XP_011157618.1	0.7305	0.9658	0.8828	
XP_001120054.2	XP_008202665.1	XP_011162420.1	0.5046	0.6203	0.5736	
XP_001120056.1	NP_001165798.1	XP_011163386.1	0.7549	0.8267	0.7321	
XP_001120067.1	XP_008207092.1	XP_011164789.1	0.1585	0.4043	0.3858	
XP_001120059.2	XP_001606730.1	XP_011166451.1	0.4614	0.5647	0.5431	
XP_001120086.2	XP_001603320.1	XP_011168535.1	0.5681	0.7172	0.7470	
XP_001120037.2	XP_008211414.1	XP_011160934.1	0.5467	0.7316	0.7832	
XP_001120105.1	XP_001604819.1	XP_011159954.1	0.3473	0.4511	0.4366	
XP_001120088.2	XP_016842291.1	XP_011165574.1	0.1356	0.3193	0.3288	
XP_001120112.2	XP_008208044.2	XP_011166800.1	0.6078	0.8145	0.9267	
XP_001120035.2	XP_008212862.1	XP_011169454.1	0.1223	0.2602	0.2362	
XP_001120114.2	XP_016838699.1	XP_011166688.1	0.2228	0.3858	0.3910	
XP_001119906.2	NP_001127862.1	XP_011165118.1	0.1090	0.3074	0.3041	
XP_001120141.1	XP_001599639.1	XP_011163135.1	0.0167	0.0444	0.0500	
XP_001120069.1	XP_003426810.1	XP_011176179.1	0.0642	0.1651	0.1835	
XP_001120146.1	XP_016845583.1	XP_011171586.1	0.3081	0.4105	0.4287	
XP_001120134.1	XP_016843984.1	XP_011171321.1	0.1289	0.1847	0.1812	
XP_001120148.2	XP_001603267.2	XP_011168540.1	0.3235	0.4315	0.4507	
XP_001120151.1	XP_001603274.1	XP_011165814.1	0.1648	0.4584	0.4447	
XP_001120149.1	XP_008208626.1	XP_011169897.1	0.2824	0.5227	0.4966	
XP_001120153.2	XP_001605987.1	XP_011156253.1	0.5135	0.6926	0.6027	
XP_001120157.2	XP_001604528.1	XP_011160976.1	0.5156	0.6775	0.6361	
XP_001120164.2	NP_001136340.1	XP_011164523.1	0.2901	0.5533	0.5976	
XP_001120159.2	XP_016839487.1	XP_011168036.1	0.1261	0.1936	0.2787	
XP_001119962.2	XP_001606262.2	XP_011168533.1	1.0107	1.3489	1.3791	
XP_001120184.2	XP_016842770.1	XP_011169960.1	0.4342	0.4833	0.3875	
XP_001120188.1	XP_001605095.2	XP_011175939.1	0.0316	0.1263	0.1474	
XP_001120178.2	XP_001604640.1	XP_011166235.1	0.4244	0.6615	0.6705	
XP_001120182.2	XP_008210404.1	XP_011161283.1	0.5710	0.7113	0.7838	
XP_001120177.2	XP_003427820.2	XP_011166504.1	0.9062	1.2364	1.2976	
XP_001120202.2	XP_001600229.1	XP_011166786.1	0.0593	0.0949	0.0644	
XP_001120213.2	XP_003424368.1	XP_011168299.1	0.3916	0.4347	0.6209	
XP_001120208.2	XP_001600859.1	XP_011161557.1	0.3467	0.6253	0.5377	
XP_001120217.1	NP_001165855.1	XP_011161626.1	0.1227	0.1043	0.1472	
XP_001120140.2	XP_001601418.1	XP_011170763.1	0.5939	0.6437	0.7810	
XP_001120222.1	XP_003424044.3	XP_011170561.1	0.2901	0.4527	0.4151	
XP_001120227.2	XP_016838800.1	XP_011162749.1	0.5924	0.5924	0.7238	
XP_001120210.1	XP_008204568.1	XP_011158806.1	0.3263	0.7068	0.6767	
XP_001120244.1	XP_001607695.1	XP_011162516.1	0.3304	0.2980	0.3470	
XP_001120233.1	XP_001600385.3	XP_011164341.1	0.3578	0.4058	0.3919	
XP_001120232.2	NP_001166856.1	XP_011175928.1	0.2790	0.3399	0.3089	
XP_001120215.2	XP_008208361.1	XP_011159620.1	0.2700	0.3666	0.3700	
XP_001120173.1	XP_008216031.1	XP_011175760.1	0.2802	0.4068	0.4181	
XP_001120160.2	XP_008202585.1	XP_011176200.1	0.4702	0.6331	0.6916	
XP_001120220.1	XP_001600875.2	XP_011159463.1	0.7995	0.9523	0.8478	
XP_001120263.1	XP_008213688.1	XP_011157758.1	0.0133	0.0267	0.0267	
XP_001120253.1	XP_016843722.1	XP_011164749.1	0.0357	0.0655	0.0952	
XP_001120276.2	XP_008202591.1	XP_011164943.1	0.2219	0.3271	0.4150	
XP_001120291.4	XP_001602092.1	XP_011163850.1	0.3013	0.3476	0.3750	
XP_001120296.2	XP_016837824.1	XP_011176170.1	0.4780	0.5712	0.5861	
XP_001120325.2	XP_016838856.1	XP_011168671.1	0.4200	0.6565	0.5859	
XP_001120311.1	XP_008211252.1	XP_011155662.1	0.2777	0.3236	0.3331	
XP_001120329.1	XP_003426892.1	XP_011159619.1	0.3142	0.3784	0.3503	
XP_001120344.2	XP_016842771.1	XP_011160339.1	1.0137	1.4300	1.3367	
XP_001120353.2	XP_001599688.1	XP_011167801.1	0.0536	0.0625	0.0893	
XP_001120360.1	XP_001608245.1	XP_011164288.1	0.0943	0.1195	0.1509	
XP_001120363.1	XP_003424223.1	XP_011162575.1	0.0690	0.0920	0.1149	
XP_001120355.1	XP_001608249.1	XP_011165647.1	0.1243	0.1638	0.1525	
XP_001120359.2	XP_001603596.1	XP_011156516.1	0.1810	0.3064	0.2490	
XP_001120364.1	XP_001601398.1	XP_011159603.1	0.1504	0.2519	0.2519	
XP_001120371.1	XP_001606228.1	XP_011168967.1	0.3019	0.3886	0.4017	
XP_001120390.2	XP_001606089.1	XP_011169676.1	0.5953	0.7837	0.7201	
XP_001120264.1	XP_008207962.1	XP_011167269.1	0.1218	0.1863	0.1947	
XP_001120404.1	XP_001606297.1	XP_011164371.1	0.4942	0.5256	0.5417	
XP_001120412.2	XP_016841996.1	XP_011170753.1	0.6707	0.9486	0.8779	
XP_001120381.1	XP_001607133.1	XP_011159043.1	0.5203	0.6675	0.5765	
XP_001120297.2	XP_003426720.1	XP_011166238.1	0.0990	0.1446	0.1457	
XP_001120413.1	XP_001607296.1	XP_011172070.1	0.0934	0.1429	0.1374	
XP_001120419.1	XP_001599702.1	XP_011175485.1	0.1116	0.1275	0.1155	
XP_001120447.2	XP_001600285.1	XP_011159985.1	0.6140	1.0354	0.9625	
XP_001120416.2	XP_001606574.2	XP_011167868.1	0.2559	0.2904	0.3441	
XP_001120448.2	XP_016842359.1	XP_011164264.1	0.5896	0.6533	0.7029	
XP_001120441.2	XP_003426440.1	XP_011169380.1	0.6643	1.5242	1.5968	
XP_001120471.1	XP_001608110.1	XP_011173486.1	0.2664	0.3594	0.3945	
XP_001120450.1	NP_001123272.1	XP_011163830.1	0.3652	0.6297	0.5772	
XP_001120472.1	XP_003426708.1	XP_011160924.1	0.4385	0.4385	0.4558	
XP_001120479.1	XP_001604912.1	XP_011167388.1	0.2761	0.3188	0.3044	
XP_001120497.1	XP_001601181.1	XP_011158735.1	0.4340	0.5304	0.3941	
XP_001120478.2	XP_001607989.1	XP_011175687.1	0.0870	0.1656	0.1718	
XP_001120461.3	XP_016842774.1	XP_011170111.1	0.1389	0.1306	0.1527	
XP_001120484.2	XP_001606487.1	XP_011156524.1	0.4451	0.6381	0.6791	
XP_001120452.2	XP_001606712.2	XP_011160181.1	0.2390	0.3523	0.3766	
XP_001120499.4	XP_001605409.1	XP_011159970.1	0.3200	0.5587	0.5669	
XP_001120520.1	XP_001604920.1	XP_011169037.1	0.0897	0.1282	0.1795	
XP_001120518.2	NP_001166266.1	XP_011155336.1	0.2510	0.4181	0.3735	
XP_001120510.2	XP_016845640.1	XP_011161891.1	0.5498	0.6543	0.6518	
XP_001120529.1	XP_001606498.1	XP_011169206.1	0.1562	0.1562	0.1875	
XP_001120493.2	XP_001601796.1	XP_011172914.1	0.4278	0.5294	0.5675	
XP_001120524.1	XP_003426797.1	XP_011175639.1	0.0248	0.0826	0.0909	
